연도,월,주차,긍정,부정,잘모름,과학_IT,경제,국제,북한_외교,문화,사회,사건_사고,정치,스포츠,지역,"기타(날씨, 미분류)",주간합,과학_IT%,경제%,국제%,북한_외교%,문화%,사회%,사건_사고%,정치%,스포츠%,지역%,"기타(날씨, 미분류)%"
2016,9,4,31.0,56.0,13,351,970,910,484,962,1019,655,751,369,824,356,7651,4.587635603,12.6780813,11.89387008,6.325970461,12.5735198,13.31852045,8.560972422,9.815710365,4.822898967,10.76983401,4.652986538
2016,9,5,30.0,56.0,14,356,1219,1056,326,1121,1278,948,1202,453,674,362,8995,3.957754308,13.55197332,11.73985548,3.624235686,12.46247916,14.20789327,10.53918844,13.36297943,5.036131184,7.493051695,4.024458032
2016,10,1,29.0,57.0,14,398,1122,997,356,1033,1171,708,968,409,808,570,8540,4.660421546,13.1381733,11.67447307,4.168618267,12.09601874,13.71194379,8.290398126,11.33489461,4.789227166,9.461358314,6.674473068
2016,10,2,26.0,59.0,15,468,1081,1258,468,1051,1145,686,904,471,652,355,8539,5.480735449,12.65956201,14.73240426,5.480735449,12.30823281,13.40906429,8.033727603,10.58671976,5.515868369,7.635554515,4.15739548
2016,10,3,25.0,64.0,11,359,1119,991,481,1178,1283,899,977,423,660,307,8677,4.137374669,12.89616227,11.42099804,5.543390573,13.57612078,14.78621643,10.36072375,11.25965195,4.874956782,7.606315547,3.538089201
2016,10,4,17.0,74.0,9,378,1228,904,340,1079,1019,880,1578,411,572,343,8732,4.328905176,14.06321576,10.35272561,3.893724233,12.35684837,11.66972057,10.07787448,18.07146129,4.70682547,6.550618415,3.928080623
2016,11,1,5.0,89.0,6,304,1123,803,192,953,911,1143,1872,415,499,423,8638,3.519333179,13.00069461,9.296133364,2.222736745,11.03264645,10.54642278,13.23222968,21.67168326,4.804352859,5.776800185,4.89696689
2016,11,2,5.0,90.0,5,193,962,1155,278,878,856,868,1928,375,475,404,8372,2.305303392,11.49068323,13.79598662,3.320592451,10.48733875,10.22455805,10.36789298,23.02914477,4.479216436,5.673674152,4.825609173
2016,11,3,5.0,90.0,5,261,912,923,377,934,1070,881,2042,357,430,349,8536,3.057638238,10.6841612,10.81302718,4.416588566,10.94189316,12.53514527,10.32099344,23.92221181,4.182286785,5.037488285,4.088566073
2016,11,4,4.0,93.0,3,272,1038,819,308,900,985,864,2069,386,533,391,8565,3.17571512,12.11908932,9.562171629,3.596030356,10.50788091,11.50029189,10.08756567,24.15645067,4.506713368,6.223000584,4.565090485
2016,12,1,4.0,91.0,5,279,1062,772,265,935,990,813,2190,336,621,365,8628,3.233657858,12.30876217,8.947612425,3.071395457,10.83681038,11.47426982,9.422809458,25.38247566,3.894297636,7.197496523,4.23041261
2016,12,2,5.0,91.0,4,284,960,740,250,893,886,587,2527,342,525,335,8329,3.409773082,11.52599352,8.884620002,3.001560812,10.72157522,10.63753152,7.047664786,30.33977668,4.10613519,6.303277704,4.022091488
2016,12,3,0.0,0.0,100,257,990,716,286,921,822,471,2715,337,553,360,8428,3.049359279,11.74655909,8.49549122,3.393450403,10.92785952,9.753203607,5.588514476,32.21404841,3.998576175,6.561461794,4.271476032
2016,12,4,0.0,0.0,100,282,1152,872,271,973,1144,647,1906,335,598,338,8518,3.3106363,13.52430148,10.23714487,3.181498004,11.42286922,13.43038272,7.595679737,22.37614463,3.932848086,7.02042733,3.968067622
2016,12,5,0.0,0.0,100,348,1207,1126,287,1312,1285,811,2176,355,757,477,10141,3.431614239,11.90217927,11.10344148,2.830095651,12.93758012,12.67133419,7.997238931,21.45744996,3.500640962,7.464747066,4.703678138
2017,1,1,36.0,48.0,16,219,805,763,254,764,742,473,1377,266,423,268,6354,3.446647781,12.66918477,12.00818382,3.997481901,12.02392194,11.67768335,7.444129682,21.6713881,4.186339314,6.657223796,4.217815549
2017,1,2,0.0,0.0,100,285,1077,1163,342,1027,955,731,1732,363,610,344,8629,3.302816085,12.48116815,13.47780739,3.963379302,11.90172674,11.06733109,8.471433538,20.07185074,4.206744698,7.069185305,3.986556959
2017,1,3,38.0,48.0,14,289,1143,1009,396,1152,1022,1067,1514,363,648,364,8967,3.222928516,12.74673804,11.2523698,4.416192707,12.84710606,11.39734582,11.8991859,16.8841307,4.048176648,7.226497156,4.059328649
2017,1,4,0.0,0.0,100,310,1173,1157,279,1120,1030,766,1752,349,624,392,8952,3.462913315,13.10321716,12.92448615,3.116621984,12.51117069,11.50580876,8.556747096,19.57104558,3.898570152,6.970509383,4.378909741
2017,2,1,0.0,0.0,100,248,756,1035,302,917,945,525,1367,266,463,312,7136,3.475336323,10.5941704,14.50392377,4.23206278,12.85033632,13.242713,7.35706278,19.15639013,3.727578475,6.4882287,4.372197309
2017,2,2,40.0,49.0,11,346,1107,997,363,1117,1206,610,1964,402,777,341,9230,3.74864572,11.99349946,10.80173348,3.932827736,12.10184182,13.06608884,6.608884074,21.27843987,4.355362947,8.418201517,3.69447454
2017,2,3,0.0,0.0,100,273,960,1014,917,1045,1089,711,1542,333,671,318,8873,3.07674969,10.81933957,11.42792742,10.33472332,11.77730193,12.27318832,8.013073369,17.37856418,3.752958413,7.562267553,3.583906232
2017,2,4,33.0,56.0,11,338,1065,1034,650,1094,1059,875,1499,414,623,330,8981,3.763500724,11.85836767,11.51319452,7.237501392,12.18127157,11.79155996,9.742790335,16.69079167,4.609731656,6.936866719,3.674423784
2017,3,1,0.0,0.0,100,290,1014,1010,465,1072,984,703,1642,352,654,321,8507,3.408957329,11.91959563,11.87257553,5.466086752,12.60138709,11.56694487,8.263782767,19.3017515,4.137768896,7.687786529,3.773363113
2017,3,2,34.0,57.0,9,323,1017,1205,877,1068,954,747,1441,414,541,335,8922,3.620264515,11.39878951,13.50594037,9.829634611,11.97041022,10.6926698,8.372562206,16.1510872,4.640215198,6.063662856,3.754763506
2017,3,3,0.0,0.0,100,241,1059,884,413,992,771,675,2811,375,486,275,8982,2.683144066,11.79024716,9.841906034,4.598085059,11.04431084,8.583834335,7.51503006,31.29592518,4.1750167,5.410821643,3.061678913
2017,3,4,44.0,47.0,9,262,1043,909,462,1130,1117,912,1756,425,631,355,9002,2.910464341,11.58631415,10.09775605,5.132192846,12.55276605,12.4083537,10.13108198,19.50677627,4.721173073,7.009553433,3.943568096
2017,3,5,0.0,0.0,100,310,1012,883,349,1103,1175,718,1729,419,812,398,8908,3.480017961,11.36057476,9.912438258,3.917826673,12.38212842,13.19039066,8.060170633,19.40951953,4.70363718,9.115401886,4.467894028
2017,4,1,0.0,0.0,100,352,1123,974,426,1218,1005,784,1929,440,768,338,9357,3.761889494,12.00170995,10.40931923,4.552741263,13.01699263,10.74062199,8.378753874,20.61558192,4.702361868,8.207758897,3.61226889
2017,4,2,0.0,0.0,100,334,972,974,681,1191,1038,830,1645,473,693,299,9130,3.658269441,10.64622125,10.66812705,7.458926616,13.0449069,11.36911281,9.090909091,18.01752464,5.180722892,7.590361446,3.274917853
2017,4,3,0.0,0.0,100,330,993,872,794,1215,1007,656,1940,415,651,339,9212,3.582283977,10.77941815,9.465914025,8.619192358,13.18931828,10.93139383,7.121146331,21.05948762,4.504993487,7.066869301,3.679982631
2017,4,4,0.0,0.0,100,369,1149,945,685,1192,1056,671,2054,441,614,306,9482,3.891584054,12.11769669,9.966251846,7.224214301,12.57118751,11.13689095,7.076566125,21.6620966,4.650917528,6.475427125,3.227167264
2017,5,1,0.0,0.0,100,267,863,763,660,1014,923,465,2138,399,498,332,8322,3.208363374,10.37010334,9.168469118,7.930785869,12.18457102,11.09108387,5.587599135,25.69093968,4.794520548,5.984138428,3.989425619
2017,5,2,0.0,0.0,100,235,630,748,395,853,750,347,3149,352,537,366,8362,2.810332456,7.534082755,8.945228414,4.723750299,10.20090887,8.969146137,4.149724946,37.65845492,4.209519254,6.421908634,4.376943315
2017,5,3,0.0,0.0,100,430,822,780,757,1049,1059,654,1911,385,578,349,8774,4.900843401,9.368589013,8.889901983,8.627763848,11.95577844,12.06975154,7.453840894,21.78025986,4.38796444,6.587645316,3.977661272
2017,5,4,0.0,0.0,100,308,913,869,600,1158,1001,672,1899,496,579,371,8866,3.473945409,10.29776675,9.801488834,6.767426122,13.06113242,11.29032258,7.579517257,21.41890368,5.594405594,6.530566208,4.184525152
2017,6,1,84.0,7.0,9,304,1056,853,536,1051,1183,683,1791,481,666,373,8977,3.386431993,11.76339534,9.502060822,5.970814303,11.70769745,13.17812187,7.608332405,19.95098585,5.358137462,7.418959563,4.155062939
2017,6,2,82.0,10.0,8,246,755,968,532,976,949,775,1319,415,767,305,8007,3.072311727,9.429249407,12.08942176,6.644186337,12.18933433,11.85212939,9.679030848,16.47308605,5.182964906,9.579118272,3.809166979
2017,6,3,83.0,10.0,7,266,1035,994,524,1151,1118,719,1623,472,631,325,8858,3.0029352,11.68435313,11.22149469,5.915556559,12.99390382,12.62135922,8.116956424,18.32242041,5.328516595,7.123504177,3.668999774
2017,6,4,79.0,14.0,7,311,1155,902,727,1117,1264,716,1458,385,654,402,9091,3.42096579,12.70487295,9.921900781,7.996920031,12.28687713,13.90386096,7.875921241,16.03783962,4.23495765,7.193928061,4.42195578
2017,6,5,80.0,13.0,7,341,1247,906,642,1177,1206,751,1424,395,671,379,9139,3.731261626,13.64481891,9.913557282,7.024838604,12.87887077,13.19619214,8.21752927,15.58157348,4.322135901,7.342159974,4.147062042
2017,7,1,83.0,9.0,8,291,1047,827,1212,1089,1088,814,1202,389,646,404,9009,3.23010323,11.62171162,9.17970918,13.45321345,12.08791209,12.07681208,9.035409035,13.34221334,4.317904318,7.170607171,4.484404484
2017,7,2,80.0,12.0,8,260,1094,918,616,1113,1216,795,1417,382,676,485,8972,2.897904592,12.19349086,10.23183237,6.865804726,12.40526081,13.55327686,8.86090058,15.79358003,4.257690593,7.534551939,5.405706643
2017,7,3,74.0,16.0,10,288,1050,830,453,1169,1376,786,1566,383,807,433,9141,3.150639974,11.48670824,9.079969369,4.955694125,12.78853517,15.05305765,8.598621595,17.13160486,4.189913576,8.82835576,4.736899683
2017,7,4,77.0,13.0,10,291,1151,920,399,1097,1160,727,1589,433,693,446,8906,3.267460139,12.92387155,10.33011453,4.480125758,12.31753874,13.02492702,8.163036155,17.84190433,4.86189086,7.781271053,5.00785987
2017,8,1,77.0,15.0,8,257,1047,877,981,1059,1101,580,1071,405,637,380,8395,3.061346039,12.47170935,10.44669446,11.6855271,12.61465158,13.11494937,6.90887433,12.75759381,4.824300179,7.587849911,4.526503871
2017,8,2,78.0,14.0,8,292,1008,890,961,1038,1253,872,1092,416,675,440,8937,3.267315654,11.27895267,9.958599082,10.75304912,11.61463578,14.02036478,9.757189213,12.21886539,4.654805863,7.552870091,4.923352355
2017,8,3,78.0,15.0,7,258,1171,1106,920,1113,1069,587,1111,409,733,395,8872,2.908025248,13.19882777,12.46618575,10.36970243,12.54508566,12.04914337,6.61632101,12.52254283,4.610009017,8.261947701,4.452209197
2017,8,4,79.0,14.0,7,409,1288,1120,665,1068,1411,601,1360,409,798,460,9589,4.265303994,13.43205757,11.68005006,6.935029722,11.13776202,14.71477735,6.26759829,14.18291793,4.265303994,8.322035666,4.797163416
2017,8,5,76.0,16.0,8,357,1312,910,1124,1111,1561,814,1256,484,651,403,9983,3.576079335,13.14234198,9.115496344,11.25914054,11.12891916,15.63658219,8.153861565,12.58138836,4.848242011,6.521085846,4.036862667
2017,9,1,72.0,20.0,8,301,1081,1004,1408,1030,1311,704,1013,519,518,326,9215,3.266413456,11.73087358,10.89527944,15.2794357,11.17742811,14.22680412,7.639717851,10.99294628,5.632121541,5.621269669,3.537710255
2017,9,2,69.0,23.0,8,385,972,1062,879,1046,1198,725,1262,425,626,338,8918,4.31711146,10.89930478,11.90849966,9.856470061,11.72908724,13.43350527,8.129625477,14.15115497,4.765642521,7.019511101,3.790087464
2017,9,3,70.0,24.0,6,345,1143,990,1013,1063,1189,783,1106,447,568,378,9025,3.822714681,12.66481994,10.96952909,11.22437673,11.77839335,13.17451524,8.675900277,12.25484765,4.952908587,6.293628809,4.188365651
2017,9,4,65.0,26.0,9,334,1250,1122,810,1081,1237,707,1125,417,621,358,9062,3.685720591,13.79386449,12.38137277,8.938424189,11.92893401,13.6504083,7.801809755,12.41447804,4.601633194,6.852791878,3.95056279
2017,10,1,0.0,0.0,100,204,571,699,309,788,591,266,512,314,393,255,4902,4.161566707,11.64830681,14.25948592,6.303549572,16.0750714,12.05630355,5.426356589,10.44471644,6.405548756,8.017135863,5.201958384
2017,10,2,73.0,19.0,8,289,794,833,497,984,823,682,912,433,489,298,7034,4.108615297,11.28802957,11.84247939,7.065680978,13.98919534,11.70031277,9.695763435,12.96559568,6.155814615,6.951947683,4.236565254
2017,10,3,70.0,23.0,7,364,1098,938,555,1205,1075,893,1456,494,559,332,8969,4.058423459,12.24216747,10.45824507,6.187980823,13.43516557,11.98572862,9.956516892,16.23369383,5.507860408,6.232578883,3.701638979
2017,10,4,73.0,19.0,8,449,1201,945,437,1168,1270,736,1290,494,663,400,9053,4.959681873,13.26632056,10.43852866,4.827129128,12.90180051,14.02849884,8.12990169,14.24942008,5.456754667,7.323539158,4.418424832
2017,11,1,73.0,18.0,9,408,1276,944,590,1355,1166,967,1175,479,611,410,9381,4.349216501,13.60196141,10.06289308,6.289308176,14.44408912,12.42937853,10.3080695,12.52531713,5.106065451,6.513164908,4.37053619
2017,11,2,74.0,18.0,8,337,887,1015,725,1122,1100,921,1374,457,547,323,8808,3.826067212,10.07039055,11.5236149,8.231153497,12.73841962,12.48864668,10.45640327,15.59945504,5.188465032,6.210263397,3.667120799
2017,11,3,73.0,20.0,7,303,927,1025,587,1085,1477,789,1197,447,807,303,8947,3.386610037,10.36101487,11.45635409,6.560858388,12.12696993,16.50832681,8.818598413,13.37878619,4.996088074,9.019783168,3.386610037
2017,11,4,72.0,18.0,10,332,972,935,562,1117,1521,747,1015,404,916,402,8923,3.72072173,10.89319736,10.47853861,6.298330158,12.51821136,17.0458366,8.371623893,11.37509806,4.527625238,10.26560574,4.505211252
2017,11,5,75.0,17.0,8,338,1232,917,778,1110,1281,860,1092,394,675,381,9058,3.731508059,13.60123648,10.1236476,8.589092515,12.25436079,14.14219474,9.494369618,12.05564142,4.349746081,7.451976154,4.20622654
2017,12,1,74.0,18.0,8,330,1001,1063,590,1117,1092,684,1239,437,792,341,8686,3.799217131,11.52429196,12.23808427,6.792539719,12.85977435,12.57195487,7.874740962,14.26433341,5.031084504,9.118121114,3.925857702
2017,12,2,70.0,21.0,9,348,1115,1028,580,1093,1165,769,1127,403,741,409,8778,3.964456596,12.70221007,11.71109592,6.60742766,12.4515835,13.2718159,8.760537708,12.83891547,4.591023012,8.441558442,4.659375712
2017,12,3,0.0,0.0,100,410,1060,1125,515,1141,1420,750,1032,365,685,446,8949,4.581517488,11.84489887,12.57123701,5.754832942,12.75002794,15.86769471,8.380824673,11.53201475,4.078668008,7.654486535,4.983797072
2017,12,4,0.0,0.0,100,397,1218,1252,461,1432,1556,1107,1314,444,1022,455,10658,3.724901482,11.42803528,11.74704447,4.325389379,13.43591668,14.59936198,10.38656408,12.32876712,4.165884781,9.589041096,4.269093639
2018,1,1,72.0,20.0,8,287,1118,608,716,907,694,411,768,282,484,286,6561,4.374333181,17.04008535,9.266880049,10.91297058,13.82411218,10.57765585,6.26428898,11.70553269,4.298125286,7.376924249,4.359091602
2018,1,2,73.0,17.0,10,550,1664,1084,1264,1510,1080,681,1209,463,713,490,10708,5.136346657,15.53978334,10.12327232,11.8042585,14.10160628,10.08591707,6.359731042,11.29062383,4.323870004,6.65857303,4.576017931
2018,1,3,67.0,24.0,9,472,1775,1039,814,1344,1336,950,1457,533,638,491,10849,4.350631395,16.36095493,9.576919532,7.502995668,12.38823855,12.31449903,8.756567426,13.4298092,4.912895198,5.880726334,4.525762743
2018,1,4,64.0,27.0,9,555,1780,1141,859,1313,1200,786,1172,908,535,549,10798,5.139840711,16.48453417,10.56677162,7.955176885,12.1596592,11.11316911,7.279125764,10.85386183,8.408964623,4.954621226,5.084274866
2018,2,1,63.0,30.0,7,549,1907,952,662,1296,1551,851,1160,760,700,505,10893,5.039933903,17.50665565,8.739557514,6.077297347,11.89754888,14.23850179,7.812356559,10.64904067,6.976957679,6.426145231,4.636004774
2018,2,2,63.0,28.0,9,476,1650,861,979,1316,1128,877,1034,730,608,491,10150,4.689655172,16.25615764,8.482758621,9.645320197,12.96551724,11.11330049,8.640394089,10.18719212,7.192118227,5.990147783,4.837438424
2018,2,3,0.0,0.0,100,345,1219,779,954,1129,724,644,709,1369,537,380,8789,3.925361247,13.86960974,8.863351917,10.85447719,12.84560246,8.237569689,7.327340994,8.066901809,15.57628854,6.109910115,4.323586301
2018,2,4,68.0,22.0,10,344,1234,827,466,1138,831,558,610,1595,455,364,8422,4.084540489,14.65210164,9.819520304,5.533127523,13.51222987,9.867014961,6.625504631,7.24293517,18.93849442,5.402517217,4.322013773
2018,2,5,64.0,26.0,10,378,1158,779,707,1246,994,577,813,858,385,386,8281,4.564666103,13.98381838,9.40707644,8.53761623,15.04649197,12.00338123,6.967757517,9.817654873,10.3610675,4.649196957,4.661272793
2018,3,1,71.0,22.0,7,479,1656,1302,1042,1513,1384,756,1257,553,682,535,11159,4.292499328,14.84003943,11.66771216,9.337754279,13.5585626,12.40254503,6.774800609,11.26445022,4.955641186,6.111658751,4.79433641
2018,3,2,74.0,18.0,8,504,1560,951,678,1255,1129,934,1430,574,448,393,9856,5.113636364,15.82792208,9.648944805,6.879058442,12.73336039,11.4549513,9.476461039,14.50892857,5.823863636,4.545454545,3.987418831
2018,3,3,71.0,19.0,10,481,1781,979,585,1266,1146,821,1352,594,525,436,9966,4.826409793,17.87076059,9.823399558,5.869957857,12.70319085,11.49909693,8.238009231,13.56612482,5.960264901,5.267910897,4.374874574
2018,3,4,70.0,21.0,9,528,1811,1114,814,1226,1252,914,1346,530,614,466,10615,4.974093264,17.06076307,10.49458314,7.668393782,11.54969383,11.79463024,8.610456901,12.68016957,4.992934527,5.784267546,4.390014131
2018,4,1,74.0,17.0,9,509,1689,1114,684,1422,1304,760,1139,506,691,422,10240,4.970703125,16.49414063,10.87890625,6.6796875,13.88671875,12.734375,7.421875,11.12304688,4.94140625,6.748046875,4.12109375
2018,4,2,72.0,19.0,9,534,1590,1036,464,1292,1300,750,1496,536,601,508,10107,5.283466904,15.73167112,10.25032156,4.59087761,12.78321955,12.86237261,7.420599584,14.80162264,5.30325517,5.9463738,5.026219452
2018,4,3,70.0,21.0,9,465,1348,1018,503,1353,1292,882,1559,490,636,458,10004,4.648140744,13.47461016,10.17592963,5.027988804,13.52459016,12.91483407,8.816473411,15.58376649,4.898040784,6.357457017,4.578168733
2018,4,4,73.0,18.0,9,567,1429,839,1242,1266,1314,756,1101,441,553,459,9967,5.688772951,14.33731313,8.41777867,12.4611217,12.70191632,13.18350557,7.585030601,11.0464533,4.424601184,5.548309421,4.605197151
2018,5,1,83.0,10.0,7,408,1349,968,2078,1118,945,712,1384,426,471,427,10286,3.966556485,13.11491347,9.410849699,20.20221661,10.86914252,9.187244799,6.922029944,13.4551818,4.141551624,4.579039471,4.151273576
2018,5,2,78.0,13.0,9,454,1271,1140,953,1139,1055,887,1283,471,481,415,9549,4.754424547,13.31029427,11.93842287,9.980102629,11.92795057,11.04827731,9.288930778,13.43596188,4.93245366,5.037176668,4.346004817
2018,5,3,76.0,14.0,10,492,1487,1173,1120,1202,1181,861,1339,477,507,481,10320,4.76744186,14.40891473,11.36627907,10.85271318,11.64728682,11.44379845,8.343023256,12.9748062,4.622093023,4.912790698,4.660852713
2018,5,4,76.0,14.0,10,399,1394,901,958,1266,1103,914,1551,513,457,462,9918,4.022988506,14.05525308,9.084492841,9.659205485,12.7646703,11.12119379,9.215567655,15.63823351,5.172413793,4.607783827,4.658197217
2018,5,5,75.0,15.0,10,484,1479,1103,1301,1221,1295,976,1535,524,547,419,10884,4.446894524,13.58875413,10.13414186,11.95332598,11.21830209,11.89819919,8.967291437,14.10327086,4.814406468,5.025725836,3.849687615
2018,6,1,0.0,0.0,100,405,1207,1058,866,1018,1254,711,1631,514,461,411,9536,4.247063758,12.65729866,11.09479866,9.081375839,10.67533557,13.15016779,7.455956376,17.10360738,5.390100671,4.834312081,4.309983221
2018,6,2,79.0,12.0,9,369,918,1189,1505,919,907,467,3089,554,352,387,10656,3.462837838,8.614864865,11.15803303,14.1234985,8.624249249,8.511636637,4.382507508,28.98836336,5.198948949,3.303303303,3.631756757
2018,6,3,75.0,16.0,9,471,1446,1156,764,1080,1104,872,1284,977,610,441,10205,4.615384615,14.16952474,11.3277805,7.486526213,10.58304753,10.81822636,8.544830965,12.58206761,9.573738364,5.977462028,4.321411073
2018,6,4,73.0,16.0,11,519,1610,1198,740,1180,1309,829,1233,1161,685,554,11018,4.71047377,14.61245235,10.87311672,6.716282447,10.70974769,11.88055909,7.524051552,11.19077873,10.5373026,6.217099292,5.028135778
2018,7,1,71.0,18.0,11,467,1653,1082,644,1131,1520,813,1113,846,766,796,10831,4.311697904,15.26174868,9.989843966,5.945896039,10.4422491,14.03379189,7.506232112,10.27605946,7.81091312,7.072292494,7.349275229
2018,7,2,69.0,21.0,10,445,1533,1269,625,1194,1372,746,1303,610,692,515,10304,4.31871118,14.87771739,12.31560559,6.06560559,11.58773292,13.31521739,7.239906832,12.64557453,5.920031056,6.715838509,4.998059006
2018,7,3,67.0,25.0,8,492,1526,1039,495,1262,1635,757,1287,631,731,607,10462,4.702733703,14.5861212,9.931179507,4.731408908,12.06270312,15.627987,7.235710189,12.30166316,6.031351558,6.987191742,5.801949914
2018,7,4,62.0,28.0,10,411,1756,1028,514,1236,1392,866,1749,536,703,716,10907,3.768222243,16.09975245,9.425139818,4.712569909,11.332172,12.76244614,7.939855139,16.03557348,4.914275236,6.445402035,6.564591547
2018,8,1,60.0,29.0,11,419,1653,1095,563,1152,1266,766,1284,431,679,710,10018,4.182471551,16.50029946,10.93032541,5.619884208,11.49930126,12.63725294,7.646236774,12.81692953,4.302255939,6.77779996,7.087242963
2018,8,2,58.0,31.0,11,395,1528,1045,530,1111,1541,762,1187,446,684,630,9859,4.006491531,15.49852926,10.59945228,5.375798763,11.26889137,15.63038848,7.728978598,12.03976062,4.523785374,6.937823309,6.390100416
2018,8,3,60.0,32.0,8,423,1366,1116,730,1120,1178,755,1120,547,628,533,9516,4.445145019,14.35477091,11.72761665,7.671290458,11.76965111,12.3791509,7.934005885,11.76965111,5.748213535,6.599411517,5.601092896
2018,8,4,56.0,33.0,11,384,1468,976,621,1241,1264,836,981,828,720,866,10185,3.770250368,14.41335297,9.582719686,6.097201767,12.18458517,12.41040746,8.208149239,9.631811487,8.129602356,7.06921944,8.502700049
2018,8,5,53.0,38.0,9,464,1797,831,496,1114,1466,721,1243,1072,733,814,10751,4.315877593,16.71472421,7.729513534,4.613524323,10.36182681,13.63594084,6.706352897,11.56171519,9.971165473,6.817970421,7.571388708
2018,9,1,49.0,42.0,9,468,1734,984,638,1151,1309,728,1150,873,806,547,10388,4.505198306,16.69233731,9.472468233,6.141701964,11.08009241,12.60107817,7.008086253,11.07046592,8.403927609,7.758952638,5.265691182
2018,9,2,50.0,39.0,11,452,1717,1155,681,1138,1738,835,1103,550,710,459,10538,4.289238945,16.29341431,10.96033403,6.462326817,10.7990131,16.49269311,7.923704688,10.46688176,5.219206681,6.737521351,4.355665212
2018,9,3,61.0,30.0,9,478,1843,846,1758,1143,1051,610,1316,473,588,464,10570,4.522232734,17.43614002,8.003784295,16.63197729,10.81362346,9.943235572,5.771050142,12.45033113,4.474929044,5.562913907,4.389782403
2018,9,4,0.0,0.0,100,256,1036,636,856,964,844,330,729,286,467,334,6738,3.799346987,15.37548234,9.439002671,12.70406649,14.306916,12.5259721,4.897595726,10.81923419,4.244582962,6.930840012,4.956960522
2018,10,1,64.0,26.0,10,485,1533,1230,662,1151,1119,533,1193,492,568,529,9495,5.107951553,16.14533965,12.95418641,6.972090574,12.12216956,11.78515008,5.613480779,12.56450764,5.181674566,5.98209584,5.571353344
2018,10,2,65.0,25.0,10,438,1488,1038,694,1268,1185,678,1256,552,833,649,10079,4.345669213,14.76336938,10.29864074,6.885603731,12.58061316,11.75711876,6.726857823,12.46155373,5.476733803,8.2647088,6.439130866
2018,10,3,62.0,27.0,11,580,1740,1197,629,1468,1523,729,1053,627,728,545,10819,5.360939089,16.08281727,11.06386912,5.813846012,13.56872169,14.07708661,6.738145855,9.732877345,5.795360015,6.728902856,5.037434144
2018,10,4,58.0,32.0,10,517,1883,1049,575,1348,1573,818,1098,555,771,497,10684,4.839011606,17.62448521,9.818420067,5.381879446,12.61699738,14.72295021,7.656308499,10.27704979,5.194683639,7.216398353,4.651815799
2018,11,1,55.0,35.0,10,583,2142,1362,680,1248,1443,963,1108,565,708,578,11380,5.123022847,18.82249561,11.96836555,5.975395431,10.96660808,12.6801406,8.462214411,9.736379613,4.964850615,6.221441125,5.079086116
2018,11,2,54.0,36.0,10,541,1598,1195,611,1230,1334,1026,1389,562,681,496,10663,5.073619057,14.98640158,11.2069774,5.73009472,11.53521523,12.5105505,9.622057582,13.02635281,5.270561756,6.386570384,4.651598987
2018,11,3,52.0,40.0,8,483,1824,1156,571,1194,1600,945,1398,638,706,486,11001,4.390509954,16.58031088,10.50813562,5.190437233,10.85355877,14.54413235,8.59012817,12.70793564,5.799472775,6.4175984,4.417780202
2018,11,4,53.0,38.0,9,497,1660,1115,635,1158,1645,1076,1196,558,658,571,10769,4.615098895,15.41461603,10.3537933,5.896554926,10.75308757,15.27532733,9.991642678,11.10595227,5.181539604,6.110130931,5.302256477
2018,11,5,53.0,39.0,8,830,1844,1051,538,1278,1561,939,1214,500,716,690,11161,7.436609623,16.52181704,9.416718932,4.820356599,11.45058686,13.98620195,8.413224621,10.87716154,4.479885315,6.415195771,6.182241735
2018,12,1,49.0,41.0,10,617,1685,1044,605,1211,1568,823,1466,526,870,547,10962,5.628534939,15.37128261,9.523809524,5.519065864,11.04725415,14.30395913,7.507754059,13.37347199,4.798394454,7.936507937,4.989965335
2018,12,2,45.0,44.0,11,522,1532,1089,569,1140,1544,967,1520,478,744,626,10731,4.864411518,14.27639549,10.14816886,5.302394931,10.62342745,14.38822104,9.011275743,14.16456994,4.454384494,6.933184233,5.833566303
2018,12,3,45.0,46.0,9,505,1746,1029,433,1235,1859,702,1417,554,747,547,10774,4.68720995,16.20568034,9.550770373,4.018934472,11.46278077,17.25450158,6.515685911,13.15203267,5.142008539,6.933358084,5.077037312
2018,12,4,0.0,0.0,100,618,1976,1537,655,1674,2431,972,1868,665,1069,836,14301,4.321376128,13.81721558,10.74750017,4.580099294,11.70547514,16.99881127,6.796727502,13.06202363,4.650024474,7.475001748,5.845745053
2019,1,1,0.0,0.0,100,227,711,528,270,529,606,369,640,203,351,357,4791,4.738050511,14.84032561,11.02066374,5.635566688,11.04153621,12.64871634,7.70194114,13.3583803,4.23711125,7.326236694,7.451471509
2019,1,2,48.0,44.0,8,575,1425,1245,535,1215,1422,955,1405,599,661,495,10532,5.459551842,13.5301937,11.8211166,5.079756931,11.53627041,13.50170908,9.067603494,13.34029624,5.687428788,6.2761109,4.699962021
2019,1,3,47.0,44.0,9,471,1442,1231,456,1204,1548,934,1444,612,790,600,10732,4.388743943,13.43645173,11.47036899,4.248975028,11.21878494,14.42415207,8.702944465,13.45508759,5.702571748,7.361162877,5.590756616
2019,1,4,46.0,45.0,9,430,1559,1273,507,1237,1388,977,1443,602,648,576,10640,4.041353383,14.65225564,11.96428571,4.765037594,11.62593985,13.04511278,9.182330827,13.56203008,5.657894737,6.090225564,5.413533835
