연도,월,주차,긍정,부정,잘모름,과학_IT,경제,국제,북한_외교,문화,사회,사건_사고,정치,스포츠,지역,"기타(날씨, 미분류)",주간합,과학_IT%,경제%,국제%,북한_외교%,문화%,사회%,사건_사고%,정치%,스포츠%,지역%,"기타(날씨, 미분류)%"
2014,5,2,46.0,42.0,12,378,1157,1505,305,1730,1498,1236,1497,858,645,707,11516,3.282389719,10.04689128,13.06877388,2.648489059,15.02257728,13.00798889,10.73289337,12.99930531,7.450503647,5.600903091,6.139284474
2014,5,3,48.0,41.0,11,413,1323,1657,316,1669,1372,1224,1989,870,620,621,12074,3.420573132,10.95742919,13.72370383,2.617193971,13.82309094,11.3632599,10.13748551,16.47341395,7.205565678,5.135000828,5.143283088
2014,5,4,47.0,42.0,11,337,1080,1228,324,1412,1196,891,1503,787,513,555,9826,3.429676369,10.99124771,12.49745573,3.297374313,14.37003867,12.17178913,9.067779361,15.29615306,8.009362915,5.220842662,5.648280073
2014,6,1,0.0,0.0,100,421,1129,1307,460,1523,1109,1050,2285,1009,562,575,11430,3.683289589,9.877515311,11.43482065,4.024496938,13.32458443,9.702537183,9.186351706,19.99125109,8.827646544,4.916885389,5.030621172
2014,6,2,47.0,43.0,10,291,927,1012,228,1314,1066,716,2074,928,526,425,9507,3.060902493,9.750710003,10.64478805,2.398232881,13.82139476,11.21279058,7.531292732,21.81550437,9.761228568,5.532765331,4.470390239
2014,6,3,43.0,48.0,9,243,882,845,150,1076,939,454,1009,1324,422,306,7650,3.176470588,11.52941176,11.04575163,1.960784314,14.06535948,12.2745098,5.934640523,13.18954248,17.30718954,5.516339869,4.0
2014,6,4,42.0,48.0,10,310,1014,1228,149,1105,1151,444,919,1079,458,303,8160,3.799019608,12.42647059,15.04901961,1.825980392,13.54166667,14.10539216,5.441176471,11.2622549,13.22303922,5.612745098,3.713235294
2014,7,1,40.0,48.0,12,279,1157,1015,357,1374,1072,532,896,843,523,352,8400,3.321428571,13.77380952,12.08333333,4.25,16.35714286,12.76190476,6.333333333,10.66666667,10.03571429,6.226190476,4.19047619
2014,7,2,43.0,48.0,9,323,1080,1132,344,1132,968,533,983,721,452,547,8215,3.931832015,13.1466829,13.77967133,4.18746196,13.77967133,11.78332319,6.488131467,11.96591601,8.776628119,5.50213025,6.65855143
2014,7,3,44.0,47.0,9,270,1064,953,290,1231,1074,636,1125,703,529,369,8244,3.27510917,12.90635614,11.55992237,3.51770985,14.93207181,13.02765648,7.714701601,13.64628821,8.527413877,6.416787967,4.475982533
2014,7,4,40.0,50.0,10,283,1031,1304,215,1304,1025,928,812,569,614,448,8533,3.316535802,12.08250322,15.28184695,2.519629673,15.28184695,12.01218798,10.87542482,9.515996719,6.668229228,7.195593578,5.250205086
2014,7,5,40.0,49.0,11,323,1029,974,204,1187,1000,852,1147,536,412,397,8061,4.006947029,12.76516561,12.08286813,2.530703387,14.7252202,12.40540876,10.56940826,14.22900385,6.649299094,5.111028408,4.924947277
2014,8,1,46.0,43.0,11,309,732,1125,137,1364,958,804,866,500,461,598,7854,3.934300993,9.320091673,14.32391138,1.744334097,17.36694678,12.19760632,10.236822,11.02622867,6.366182837,5.869620576,7.613954673
2014,8,2,46.0,45.0,9,278,884,1209,314,2363,1071,888,913,701,460,520,9601,2.895531715,9.207374232,12.59243829,3.270492657,24.61201958,11.15508801,9.249036559,9.509426101,7.301322779,4.791167587,5.416102489
2014,8,3,46.0,44.0,10,344,1159,1666,407,2938,1348,1180,1102,810,603,727,12284,2.800390752,9.435037447,13.56235754,3.313253012,23.91729078,10.97362423,9.605991534,8.971019212,6.593943341,4.908824487,5.918267665
2014,8,4,45.0,44.0,11,445,1393,1504,248,2037,1864,900,1157,817,866,642,11873,3.747999663,11.73250232,12.66739661,2.088772846,17.15657374,15.69948623,7.580224038,9.744799124,6.881158932,7.293860019,5.40722648
2014,9,1,45.0,45.0,10,462,1507,1361,322,1998,1622,963,1066,762,663,760,11486,4.022288003,13.12032039,11.84920773,2.80341285,17.39508967,14.12153927,8.384119798,9.28086366,6.634163329,5.772244472,6.616750827
2014,9,2,0.0,0.0,100,343,771,1122,336,1292,983,597,587,684,377,472,7564,4.534637758,10.19301957,14.83342147,4.44209413,17.08090957,12.99576943,7.892649392,7.760444209,9.042834479,4.984135378,6.240084611
2014,9,3,44.0,47.0,9,387,1446,1408,421,2076,1373,981,1282,1016,709,648,11747,3.29445816,12.30952584,11.98603899,3.58389376,17.67259726,11.68809058,8.351068358,10.9134247,8.64901677,6.035583553,5.516302035
2014,9,4,49.0,44.0,7,435,1339,1437,464,2373,1336,884,1057,1617,558,685,12185,3.569963069,10.9889208,11.79318835,3.807960607,19.47476405,10.96430037,7.254821502,8.674599918,13.27041444,4.579400903,5.621665983
2014,10,1,49.0,42.0,9,405,1172,1094,297,2005,1150,636,948,1150,600,448,9905,4.088844018,11.83240787,11.0449268,2.998485613,20.24230187,11.61029783,6.420999495,9.570923776,11.61029783,6.057546694,4.522968198
2014,10,2,48.0,42.0,10,361,828,861,542,1196,881,450,706,574,394,340,7133,5.060984158,11.60801907,12.07065751,7.598485911,16.76713865,12.35104444,6.308706014,9.897658769,8.047105005,5.523622599,4.766577877
2014,10,3,46.0,41.0,13,609,1323,1206,685,2077,1295,665,1027,740,587,530,10744,5.66827997,12.31384959,11.22486969,6.375651526,19.33172003,12.05323902,6.189501117,9.558823529,6.887565153,5.46351452,4.932985853
2014,10,4,46.0,45.0,9,445,1184,930,412,2018,1203,525,911,619,654,397,9298,4.785975479,12.73392127,10.002151,4.431060443,21.70359217,12.93826629,5.646375565,9.79780598,6.657345666,7.033770703,4.269735427
2014,10,5,46.0,44.0,10,448,1294,947,486,1862,1152,612,1020,731,592,389,9533,4.699465016,13.57390119,9.933913773,5.098080352,19.53215147,12.08433861,6.419804888,10.69967481,7.668100283,6.210007343,4.080562257
2014,11,1,46.0,42.0,12,516,1321,1005,366,2187,1437,652,991,759,664,497,10395,4.963924964,12.70803271,9.668109668,3.520923521,21.03896104,13.82395382,6.272246272,9.533429533,7.301587302,6.387686388,4.781144781
2014,11,2,45.0,45.0,10,473,1425,1215,345,2396,1666,711,922,746,640,458,10997,4.301173047,12.95807948,11.04846776,3.137219242,21.7877603,15.14958625,6.465399654,8.384104756,6.783668273,5.819769028,4.164772211
2014,11,3,44.0,45.0,11,575,1551,1125,373,2178,1560,634,892,661,663,381,10593,5.428112905,14.64174455,10.6202209,3.521193241,20.56074766,14.72670632,5.98508449,8.42065515,6.239969791,6.258850184,3.596714812
2014,11,4,44.0,45.0,11,566,1499,1148,336,2365,1488,746,890,676,723,406,10843,5.219957576,13.82458729,10.58747579,3.098773402,21.81130683,13.72313935,6.880014756,8.2080605,6.234436964,6.667896339,3.744351194
2014,12,1,42.0,48.0,10,477,1465,1053,270,2483,1556,732,1111,597,616,542,10902,4.375343974,13.4379013,9.658778206,2.476609796,22.7756375,14.27261053,6.714364337,10.19079068,5.476059439,5.650339387,4.97156485
2014,12,2,41.0,48.0,11,518,1354,1244,264,2414,1510,902,1058,641,729,497,11131,4.653669931,12.16422604,11.17599497,2.371754559,21.68717995,13.56571737,8.103494744,9.504986075,5.758691941,6.549276795,4.465007636
2014,12,3,37.0,52.0,11,630,1303,1234,314,2823,1408,1299,770,779,689,533,11782,5.347139705,11.05924291,10.4736038,2.665082329,23.96027839,11.95043286,11.02529282,6.535392972,6.611780682,5.847903582,4.523849941
2014,12,4,0.0,0.0,100,722,1193,922,413,2997,1580,743,1023,570,544,452,11159,6.470113809,10.69092213,8.262389103,3.701048481,26.85724527,14.15897482,6.658302715,9.167488126,5.107984586,4.874988798,4.050542163
2014,12,5,0.0,0.0,100,638,1075,1099,306,3036,1134,899,744,411,659,627,10628,6.003010915,10.11479112,10.34060971,2.879187053,28.56605194,10.66992849,8.458788107,7.000376364,3.867143395,6.200602183,5.899510726
2015,1,1,40.0,51.0,9,682,1702,1297,594,3753,1508,802,910,854,704,617,13423,5.080831409,12.67972882,9.662519556,4.425240259,27.95947255,11.23444833,5.97481934,6.779408478,6.36221411,5.244729196,4.596587946
2015,1,2,35.0,55.0,10,545,1357,1123,317,2634,1570,897,1014,830,742,442,11471,4.751111499,11.82983175,9.789904978,2.763490541,22.96225264,13.68668817,7.819719292,8.839682678,7.235637695,6.468485747,3.853195014
2015,1,3,30.0,60.0,10,567,1444,1208,276,2912,1371,1144,761,775,836,522,11816,4.798578199,12.22071767,10.22342586,2.335815843,24.64454976,11.60291131,9.681787407,6.44041977,6.558903182,7.075152336,4.417738659
2015,1,4,29.0,63.0,8,606,1587,1320,299,3036,1705,964,1069,905,746,485,12722,4.763401981,12.4744537,10.37572709,2.350259393,23.8641723,13.40198082,7.577424933,8.402766861,7.113661374,5.863857884,3.812293665
2015,2,1,29.0,62.0,9,593,1477,1195,277,3302,1612,1070,1234,854,832,578,13024,4.553132678,11.34060197,9.17536855,2.126842752,25.3531941,12.37714988,8.215601966,9.474815725,6.557125307,6.388206388,4.437960688
2015,2,2,30.0,62.0,8,604,1469,1275,230,3175,1673,912,1247,804,872,572,12833,4.706615756,11.44705057,9.935322995,1.792254344,24.74090236,13.03670225,7.106678096,9.71713551,6.265097795,6.794981688,4.45725863
2015,2,3,0.0,0.0,100,431,1018,1075,202,2657,1110,667,920,548,575,500,9703,4.441925178,10.49160054,11.07904772,2.081830362,27.38328352,11.4397609,6.87416263,9.481603628,5.647737813,5.926002267,5.15304545
2015,2,4,33.0,58.0,9,535,1355,1160,243,2961,1641,739,965,713,647,519,11478,4.661090782,11.80519254,10.10629029,2.11709357,25.79717721,14.29691584,6.438403903,8.407388047,6.211883603,5.636870535,4.521693675
2015,3,1,37.0,54.0,9,672,1523,1239,491,3337,1700,778,1144,847,844,538,13113,5.124685427,11.61442843,9.448638755,3.74437581,25.44802867,12.96423397,5.933043545,8.724166857,6.459238923,6.436360863,4.102798749
2015,3,2,39.0,52.0,9,602,1481,1233,524,2835,1625,878,977,928,788,556,12427,4.844290657,11.91759878,9.921944154,4.216625091,22.81322926,13.07636598,7.065261125,7.861913575,7.467610847,6.341031625,4.474128913
2015,3,3,36.0,54.0,10,633,1645,1233,392,2632,1497,955,910,729,834,482,11942,5.300619662,13.77491208,10.3249037,3.282532239,22.03985932,12.53558868,7.99698543,7.620164127,6.104505108,6.983754815,4.036174845
2015,3,4,38.0,51.0,11,529,1504,1292,388,2170,1523,762,894,708,905,506,11181,4.731240497,13.45139075,11.55531706,3.470172614,19.40792416,13.62132189,6.815132815,7.995707003,6.332170647,8.094088185,4.525534389
2015,4,1,40.0,52.0,8,601,1642,1248,284,2258,1528,890,914,743,813,451,11372,5.284910306,14.43897292,10.9743229,2.497361942,19.85578614,13.43651073,7.826239887,8.037284559,6.533591277,7.149138234,3.965881112
2015,4,2,39.0,52.0,9,505,1445,1335,268,2358,1403,874,947,730,772,458,11095,4.55159982,13.02388463,12.03244705,2.415502479,21.25281658,12.64533574,7.877422262,8.535376296,6.579540333,6.958089229,4.127985579
2015,4,3,34.0,54.0,12,445,1338,1231,246,2441,1437,814,1181,711,698,493,11035,4.032623471,12.12505664,11.15541459,2.229270503,22.1205256,13.02220208,7.376529225,10.70231083,6.443135478,6.3253285,4.467603081
2015,4,4,35.0,57.0,8,495,1355,1296,256,2427,1403,1107,1042,773,760,425,11339,4.365464327,11.9499074,11.42957933,2.257694682,21.40400388,12.37322515,9.762765676,9.189522886,6.817179645,6.702531087,3.748125937
2015,4,5,39.0,52.0,9,473,1297,1509,204,2383,1347,927,1233,575,729,439,11116,4.255127744,11.66786614,13.57502699,1.835192515,21.43756747,12.11766823,8.339330694,11.09211947,5.172724001,6.55811443,3.949262325
2015,5,1,39.0,52.0,9,367,1008,1064,291,2010,1145,854,1163,677,602,360,9541,3.846556965,10.5649303,11.15187087,3.049994759,21.06697411,12.00083849,8.950843727,12.18949796,7.095692275,6.309611152,3.773189393
2015,5,2,40.0,50.0,10,431,1245,1237,546,2250,1218,993,968,805,714,428,10835,3.977849562,11.49053992,11.41670512,5.039224735,20.76603599,11.24134749,9.164743886,8.934010152,7.429626211,6.589755422,3.950161514
2015,5,3,39.0,51.0,10,582,1377,1143,606,2586,1367,881,930,828,747,457,11504,5.059109875,11.96974965,9.935674548,5.267732962,22.47913769,11.88282337,7.658205841,8.084144645,7.197496523,6.493393602,3.972531293
2015,5,4,40.0,47.0,13,535,1343,1047,379,2541,1399,696,907,929,765,546,11087,4.825471273,12.11328583,9.443492378,3.418417967,22.91873365,12.61838189,6.277622441,8.180752232,8.379182827,6.899972941,4.92468657
2015,6,1,34.0,55.0,11,563,1259,1204,340,3066,2098,638,897,802,758,426,12051,4.671811468,10.44726579,9.990872127,2.821342627,25.44187204,17.40934362,5.294166459,7.443365696,6.655049373,6.289934445,3.534976351
2015,6,2,33.0,58.0,9,461,1212,1146,239,2768,3402,749,897,849,686,559,12968,3.55490438,9.346082665,8.837137569,1.842998149,21.34484886,26.23380629,5.775755706,6.917026527,6.546884639,5.289944479,4.310610734
2015,6,3,29.0,61.0,10,536,1360,1468,478,2465,3057,982,993,1057,859,773,14028,3.820929569,9.694895922,10.46478472,3.407470773,17.57199886,21.79213003,7.000285144,7.078699743,7.53493014,6.123467351,5.510407756
2015,6,4,33.0,58.0,9,519,1552,1650,493,2900,2544,1039,1094,811,840,846,14288,3.632418813,10.86226204,11.5481523,3.450447928,20.29675252,17.80515118,7.271836506,7.656774916,5.676091825,5.879059351,5.921052632
2015,7,1,34.0,58.0,8,607,1860,1820,376,3067,1842,921,1332,898,871,821,14415,4.210891433,12.90322581,12.62573708,2.608394034,21.27644814,12.77835588,6.38917794,9.24037461,6.229621922,6.042317031,5.695456122
2015,7,2,32.0,59.0,9,529,1583,1883,296,2582,1663,1035,1204,877,792,756,13200,4.007575758,11.99242424,14.26515152,2.242424242,19.56060606,12.59848485,7.840909091,9.121212121,6.643939394,6.0,5.727272727
2015,7,3,33.0,58.0,9,770,1677,1631,328,2460,1463,1084,1199,988,843,977,13420,5.737704918,12.49627422,12.15350224,2.444113264,18.33084948,10.90163934,8.077496274,8.93442623,7.362146051,6.281669151,7.280178838
2015,7,4,32.0,60.0,8,898,1735,1439,296,2765,1703,1439,1164,904,899,862,14104,6.366988088,12.30147476,10.20277935,2.098695406,19.60436756,12.07458877,10.20277935,8.252977879,6.409529212,6.374078276,6.11174135
2015,7,5,34.0,57.0,9,820,1795,1733,370,2601,1589,1249,1145,889,705,1100,13996,5.858816805,12.82509288,12.38210917,2.643612461,18.58388111,11.35324378,8.92397828,8.180908831,6.351814804,5.037153472,7.859388397
2015,8,1,33.0,55.0,12,582,1726,1754,423,2707,1847,1177,1225,1105,833,1103,14482,4.018781936,11.91824334,12.1115868,2.920867284,18.69216959,12.75376329,8.127330479,8.458776412,7.63016158,5.75196796,7.616351333
2015,8,2,33.0,56.0,11,553,1867,1936,814,2831,1743,1112,1214,974,892,927,14863,3.72064859,12.56139407,13.02563413,5.476687075,19.04729866,11.72710758,7.481665882,8.167933795,6.553185763,6.001480186,6.236964274
2015,8,3,34.0,56.0,10,573,1817,2226,858,2738,1772,1173,1194,984,823,798,14956,3.831238299,12.14897031,14.88365873,5.736828029,18.30703397,11.84808772,7.843006151,7.983418026,6.579299278,5.502808237,5.335651244
2015,8,4,49.0,44.0,7,518,1858,1604,2896,2319,1736,1126,954,946,892,991,15840,3.27020202,11.72979798,10.12626263,18.28282828,14.64015152,10.95959596,7.108585859,6.022727273,5.972222222,5.631313131,6.256313131
2015,9,1,54.0,38.0,8,563,1773,1624,715,2510,1956,1312,990,1011,779,774,14007,4.019418862,12.65795674,11.5942029,5.104590562,17.91961162,13.96444635,9.366745199,7.067894624,7.217819662,5.561504962,5.525808524
2015,9,2,50.0,42.0,8,660,1538,1798,638,2750,2030,1270,1234,847,1023,695,14483,4.557066906,10.61934682,12.414555,4.405164676,18.98777878,14.01643306,8.768901471,8.520334185,5.848235863,7.063453704,4.798729545
2015,9,3,50.0,41.0,9,568,1581,1775,482,2259,2008,1427,1456,738,794,743,13831,4.106716796,11.43084376,12.83348999,3.484925168,16.33287542,14.51811149,10.31740294,10.52707686,5.33583978,5.740727352,5.371990456
2015,9,4,48.0,43.0,9,564,1850,1704,404,2195,1679,1464,1222,768,828,726,13404,4.207699194,13.80185019,12.7126231,3.014025664,16.37570874,12.52611161,10.9221128,9.116681588,5.729632945,6.177260519,5.416293644
2015,9,5,0.0,0.0,100,424,1326,1215,504,1844,1150,880,894,553,627,770,10187,4.162167468,13.01658977,11.92696574,4.947482085,18.10150191,11.28889761,8.638460783,8.775890841,5.428487288,6.154903308,7.558653185
2015,10,1,47.0,41.0,12,626,1594,1556,516,2476,1445,1424,1235,754,793,702,13121,4.770977822,12.14846429,11.85885222,3.932627086,18.87051292,11.01288012,10.85283134,9.412392348,5.746513223,6.043746666,5.350201966
2015,10,2,43.0,44.0,13,535,1485,1539,697,2253,1502,1256,1128,786,693,652,12526,4.271116079,11.85534089,12.2864442,5.564425994,17.9865879,11.9910586,10.02714354,9.00526904,6.274948108,5.532492416,5.20517324
2015,10,3,42.0,47.0,11,609,1461,1435,893,2440,1514,1365,1152,721,867,734,13191,4.616784171,11.07573345,10.87862937,6.769767266,18.49746039,11.47752255,10.34796452,8.7332272,5.465847927,6.572663179,5.56439997
2015,10,4,44.0,44.0,12,567,1794,1441,542,2714,1582,1281,1151,685,773,707,13237,4.283447911,13.55291985,10.88615245,4.094583365,20.50313515,11.95134849,9.677419355,8.695323714,5.17488857,5.839691773,5.341089371
2015,11,1,41.0,49.0,10,671,1805,1673,600,2513,1683,1152,1035,691,788,870,13481,4.977375566,13.38921445,12.4100586,4.450708404,18.64105037,12.48423707,8.545360136,7.677471998,5.125732512,5.845263704,6.453527186
2015,11,2,40.0,48.0,12,580,1647,1615,363,2403,1924,1294,1432,683,829,779,13549,4.280758728,12.15587866,11.91969887,2.679164514,17.73562625,14.20030999,9.550520334,10.56904569,5.040962433,6.118532733,5.749501808
2015,11,3,42.0,48.0,10,609,1680,2958,374,2193,1687,1360,1181,647,724,740,14153,4.302974634,11.87027485,20.90016251,2.642549283,15.49494807,11.91973433,9.609270119,8.344520596,4.571468947,5.115523211,5.228573447
2015,11,4,44.0,47.0,9,531,1418,2034,437,2244,1350,1047,2017,637,591,724,13030,4.075211051,10.88257866,15.61013047,3.353798926,17.22179586,10.36070606,8.035303147,15.47966232,4.888718342,4.535686876,5.556408289
2015,12,1,44.0,45.0,11,611,1736,1851,339,2518,1726,1338,1354,660,798,860,13791,4.43042564,12.58791966,13.42179682,2.458124864,18.25828439,12.5154086,9.701979552,9.817997245,4.785729824,5.786382423,6.235950983
2015,12,2,43.0,47.0,10,606,1679,1918,311,2587,1914,1478,1470,656,760,906,14285,4.242212111,11.75358768,13.42667133,2.177108855,18.1099055,13.39866993,10.34651733,10.29051453,4.592229611,5.320266013,6.342317116
2015,12,3,43.0,46.0,11,480,1893,1684,572,2466,1804,1493,1548,594,799,833,14166,3.388394748,13.36298179,11.88761824,4.037837075,17.40787802,12.73471693,10.5393195,10.92757306,4.193138501,5.640265424,5.880276719
2015,12,4,0.0,0.0,100,501,1672,1723,286,2309,1619,1185,1373,475,895,782,12820,3.907956318,13.04212168,13.4399376,2.230889236,18.01092044,12.62870515,9.243369735,10.70982839,3.705148206,6.981279251,6.099843994
2015,12,5,0.0,0.0,100,442,1320,1954,464,2211,1432,939,1103,456,663,735,11719,3.771652871,11.26375971,16.67377763,3.9593822,18.86679751,12.21947265,8.012629064,9.412065876,3.89111699,5.657479307,6.2718662
2016,1,1,40.0,53.0,7,500,1354,1766,1222,1975,1249,872,1466,510,717,677,12308,4.06239844,11.00097498,14.34839129,9.928501787,16.04647384,10.1478713,7.084822879,11.91095223,4.143646409,5.825479363,5.500487488
2016,1,2,43.0,47.0,10,513,1581,1749,1253,1883,1507,1124,1564,603,653,813,13243,3.87374462,11.93838254,13.20697727,9.461602356,14.21883259,11.37959677,8.487502832,11.81001284,4.553348939,4.930906894,6.139092351
2016,1,3,39.0,49.0,12,541,1521,1804,477,2062,1537,1377,1559,580,761,806,13025,4.153550864,11.67754319,13.85028791,3.6621881,15.83109405,11.80038388,10.57197697,11.96928983,4.452975048,5.842610365,6.188099808
2016,1,4,39.0,49.0,12,556,1690,1669,446,2107,1677,1199,1425,607,959,908,13243,4.198444461,12.76145888,12.60288454,3.36781696,15.91029223,12.66329382,9.053839764,10.76040172,4.583553575,7.24156158,6.856452465
2016,2,1,41.0,48.0,11,523,1564,1503,768,1739,1401,1383,1456,642,708,754,12441,4.203842135,12.57133671,12.08102243,6.173137208,13.97797605,11.26115264,11.11646974,11.70323929,5.160356884,5.690860863,6.060606061
2016,2,2,0.0,0.0,100,287,744,1121,2025,1388,852,680,720,353,456,462,9088,3.158010563,8.186619718,12.33494718,22.28213028,15.27288732,9.375,7.482394366,7.922535211,3.884242958,5.017605634,5.083626761
2016,2,3,43.0,46.0,11,421,1416,1408,1358,1793,1224,1266,1136,549,641,624,11836,3.556944914,11.96350118,11.89591078,11.47347077,15.14869888,10.34133153,10.69618114,9.597837107,4.638391348,5.415680973,5.272051369
2016,2,4,42.0,45.0,13,604,1534,1383,931,1911,1339,1153,1508,551,768,700,12382,4.87804878,12.3889517,11.16943951,7.518979163,15.43369407,10.81408496,9.311904377,12.17896947,4.450008076,6.202552092,5.653367792
2016,3,1,39.0,49.0,12,361,1205,1015,778,1302,955,609,1280,478,625,473,9081,3.975333113,13.26946372,11.17718313,8.567338399,14.33762801,10.51646294,6.706309878,14.09536395,5.263737474,6.882501927,5.208677458
2016,3,2,42.0,45.0,13,576,1055,915,653,1046,1028,678,1177,611,554,452,8745,6.586620926,12.06403659,10.46312178,7.467124071,11.96112064,11.75528874,7.753001715,13.4591195,6.986849628,6.335048599,5.16866781
2016,3,3,40.0,49.0,11,531,1085,909,439,1098,916,708,1399,669,532,405,8691,6.109768726,12.48417904,10.45909562,5.051202393,12.63375906,10.53963871,8.146358302,16.09711195,7.697618226,6.121274882,4.659993096
2016,3,4,36.0,52.0,12,397,1092,1109,410,1079,1105,692,1678,481,553,339,8935,4.443200895,12.22160045,12.41186346,4.588696139,12.0761052,12.36709569,7.744823727,18.78007834,5.383324007,6.189143816,3.794068271
2016,3,5,38.0,51.0,11,380,1160,914,369,1158,969,547,1593,465,595,311,8461,4.491194894,13.70996336,10.80250561,4.361186621,13.68632549,11.45254698,6.464956861,18.82756175,5.495804278,7.03226569,3.675688453
2016,4,1,43.0,46.0,11,321,1019,736,410,1003,740,573,1287,432,541,286,7348,4.368535656,13.86771911,10.01633097,5.579749592,13.64997278,10.07076756,7.798040283,17.51497006,5.879150789,7.362547632,3.892215569
2016,4,2,39.0,48.0,13,276,791,696,303,997,816,471,1423,391,401,277,6842,4.033908214,11.56094709,10.17246419,4.42852967,14.57176264,11.92633733,6.883952061,20.79801228,5.714703303,5.860859398,4.048523823
2016,4,3,29.0,58.0,13,411,1274,1541,439,1331,1261,746,2449,598,755,420,11225,3.661469933,11.34966592,13.72828508,3.91091314,11.85746102,11.23385301,6.645879733,21.81737194,5.327394209,6.726057906,3.741648107
2016,4,4,30.0,56.0,14,288,1385,821,621,1114,1039,672,1063,508,588,352,8451,3.407880724,16.38859307,9.714826648,7.348242812,13.18187197,12.29440303,7.95172169,12.57839309,6.011122944,6.957756479,4.165187552
2016,5,1,33.0,52.0,15,214,983,779,377,1020,952,640,769,377,519,305,6935,3.085796683,14.17447729,11.23287671,5.436193223,14.70800288,13.72746936,9.228550829,11.08868061,5.436193223,7.483777938,4.397981255
2016,5,2,32.0,53.0,15,346,1079,1105,750,1190,1206,794,929,538,542,390,8869,3.901229,12.16597136,12.4591273,8.456421243,13.4175217,13.59792536,8.952531289,10.47468711,6.066072838,6.111173751,4.397339046
2016,5,3,30.0,58.0,12,325,1166,877,282,1150,1164,827,1072,492,686,372,8413,3.86306906,13.85950315,10.42434328,3.351955307,13.66932129,13.83573042,9.830024961,12.74218471,5.848092238,8.154047308,4.421728278
2016,5,4,32.0,53.0,15,327,1162,901,382,1080,1281,825,966,440,577,373,8314,3.93312485,13.97642531,10.83714217,4.59465961,12.99013712,15.40774597,9.92302141,11.61895598,5.292278085,6.940101034,4.486408468
2016,6,1,34.0,54.0,12,333,1156,983,486,1064,1203,791,923,469,613,353,8374,3.97659422,13.80463339,11.73871507,5.803678051,12.70599475,14.36589444,9.445903989,11.02221161,5.600668737,7.320277048,4.215428708
2016,6,2,31.0,54.0,15,232,1088,895,434,940,1088,769,831,486,512,309,7584,3.05907173,14.34599156,11.80116034,5.72257384,12.39451477,14.34599156,10.13976793,10.95727848,6.408227848,6.751054852,4.074367089
2016,6,3,32.0,54.0,14,300,1174,1154,206,895,1063,966,892,521,579,343,8093,3.706907204,14.50636352,14.25923638,2.545409613,11.05893982,13.13480786,11.9362412,11.02187075,6.437662177,7.154330903,4.23823057
2016,6,4,30.0,56.0,14,340,1042,979,389,970,1082,853,1027,479,645,386,8192,4.150390625,12.71972656,11.95068359,4.748535156,11.84082031,13.20800781,10.41259766,12.53662109,5.847167969,7.873535156,4.711914063
2016,6,5,34.0,54.0,12,306,1367,1443,333,905,1078,896,957,445,589,329,8648,3.538390379,15.80712303,16.68593895,3.850601295,10.46484736,12.4653099,10.36077706,11.06614246,5.145698427,6.810823312,3.804347826
2016,7,1,31.0,52.0,17,292,1076,956,335,880,1126,916,932,487,676,503,8179,3.570118596,13.1556425,11.68847047,4.095855239,10.75926152,13.76696418,11.19941313,11.39503607,5.954273139,8.265069079,6.149896075
2016,7,2,32.0,54.0,14,366,925,1078,713,973,1041,884,849,481,585,389,8284,4.41815548,11.16610333,13.01303718,8.606953163,11.74553356,12.56639305,10.67117335,10.24867214,5.806373732,7.061805891,4.695799131
2016,7,3,32.0,55.0,13,338,952,1234,440,925,1115,895,867,460,549,348,8123,4.161024252,11.71980795,15.19143174,5.416717961,11.38741844,13.72645574,11.01809676,10.67339653,5.662932414,6.758586729,4.284131479
2016,7,4,31.0,55.0,14,319,1059,1052,404,976,1119,745,867,463,559,414,7977,3.998997117,13.27566754,13.18791526,5.064560612,12.23517613,14.02783001,9.339350633,10.86874765,5.804187038,7.007646985,5.189921023
2016,8,1,33.0,52.0,15,317,917,959,381,969,1178,870,749,518,560,416,7834,4.046464131,11.70538678,12.24151136,4.863415879,12.36916007,15.03701813,11.10543784,9.560888435,6.612203217,7.148327802,5.310186367
2016,8,2,33.0,53.0,14,265,787,946,289,800,826,731,908,1509,480,377,7918,3.346804749,9.939378631,11.94746148,3.649911594,10.10356151,10.43192725,9.232129326,11.46754231,19.05784289,6.062136903,4.761303359
2016,8,3,33.0,54.0,13,240,827,842,352,839,856,589,814,1489,479,367,7694,3.119313751,10.7486353,10.94359241,4.574993501,10.90460099,11.12555238,7.655315831,10.57967247,19.3527424,6.225630361,4.769950611
2016,8,4,30.0,57.0,13,290,1035,938,560,989,1109,783,859,947,581,427,8518,3.40455506,12.15073961,11.01197464,6.574313219,11.61070674,13.01948814,9.192298662,10.08452688,11.11763325,6.820849965,5.01291383
2016,9,1,30.0,55.0,15,353,1220,931,350,1027,1367,1039,1015,428,561,428,8719,4.04862943,13.99243032,10.67783003,4.014221814,11.77887372,15.67840349,11.91650419,11.64124326,4.908819819,6.434224108,4.908819819
2016,9,2,33.0,56.0,11,413,1159,909,574,1052,1081,857,996,461,585,367,8454,4.885261415,13.70948663,10.7523066,6.789685356,12.44381358,12.78684646,10.13721315,11.78140525,5.453039981,6.919801278,4.341140289
2016,9,3,0.0,0.0,100,273,699,860,931,848,877,437,609,365,662,300,6861,3.979011806,10.18801924,12.53461595,13.56945052,12.35971433,12.78239324,6.369333916,8.876257105,5.319924209,9.648739251,4.372540446
