연도,월,주차,Target,y_pred_LinearRegression,y_pred_SVMRegressor,y_pred_RandomForestRegressor,y_pred_LGBMRegressor,y_pred_ExplainableBoostingRegressor
2023,1,1,37.0,38.11879348754883,43.86328806069824,38.6,38.57811711683775,40.7304799851266
2023,1,2,35.0,34.4780170917511,42.36640255311541,38.53421052631579,37.292774353780665,42.01088306172077
2023,1,3,36.0,33.88941693305969,41.431609930929085,34.463157894736845,35.30318799017169,35.070249236760105
2023,2,1,34.0,34.89528679847717,41.52395903329446,37.83684210526316,35.94207355550075,40.089188669812124
2023,2,2,32.0,33.91286635398865,40.39581151875688,33.73684210526316,35.510322797616524,38.23116473458415
2023,2,3,35.0,31.229843378067017,41.487416127920575,31.223684210526315,31.671622330910466,30.45479197435534
2023,2,4,37.0,35.751627922058105,42.90832859663902,34.77368421052632,37.41045849586643,34.871254293674156
2023,3,1,36.0,36.99392104148865,42.01058851895538,37.873684210526314,35.994505027818214,37.79586740850883
2023,3,2,34.0,35.93027997016907,41.48552479699592,37.742105263157896,36.59240866778669,33.938322100731966
2023,3,3,33.0,35.17151665687561,41.618416841207214,33.23157894736842,35.02790840466338,33.839291241153354
2023,3,4,34.0,33.92012286186218,42.44709621163039,31.676315789473684,34.01670938447223,33.50640654529591
2023,3,5,30.0,33.54417085647583,41.33755698091618,33.252631578947366,34.572495805317494,32.9267239066932
2023,4,1,31.0,29.26639413833618,38.42536010539839,31.207894736842107,30.933680691365012,32.947079434930494
2023,4,2,27.0,30.705045461654663,40.79219065499751,31.378947368421052,31.22574527288156,33.25429569216598
2023,4,3,31.0,27.915799617767334,41.68742383755343,25.96578947368421,27.013106093332507,27.280727651588332
2023,4,4,30.0,32.69523859024048,43.32864787234961,31.49473684210526,33.25320667594507,34.95324675071958
2023,5,1,33.0,29.939480781555176,42.99439203151942,30.621052631578948,30.03427980256956,31.36772370128615
2023,5,2,35.0,34.067182302474976,42.16802241818301,31.657894736842106,34.29497767440043,32.85152885609869
2023,5,3,37.0,34.2909471988678,40.71671209684867,34.607894736842105,34.91519347086516,33.56840656951732
2023,5,4,36.0,38.295382022857666,41.635721992636874,38.18421052631579,37.08792520344694,37.47234966457811
2023,6,1,35.0,37.24826622009277,43.52863059435814,38.56315789473684,38.80562059677207,38.02070931356084
2023,6,3,35.0,34.827816009521484,41.29773065275855,34.607894736842105,36.15185880098468,35.51334629711815
2023,6,4,36.0,34.35285806655884,40.599819831601515,34.71052631578947,35.74647029539036,35.169494997083234
2023,6,5,36.0,35.88370966911316,40.176151506281435,37.94210526315789,36.29661021037433,36.75572934119569
2023,7,1,38.0,35.4598708152771,39.99277120871096,37.857894736842105,35.65099444260886,38.112779702441294
2023,7,2,32.0,38.06857419013977,41.284946831656335,38.63947368421053,38.370752096096496,35.965479758719475
2023,7,3,33.0,33.11824607849121,37.413753565436075,31.63157894736842,31.4340776654976,33.814936882767675
2023,7,4,35.0,32.01276636123657,39.464722275241925,31.710526315789473,32.54694888106477,31.558949561888987
2023,8,1,33.0,35.041852712631226,40.60242372534235,34.73157894736842,36.55044211884002,33.55763200112413
2023,8,2,35.0,30.69299626350403,38.83454777006127,31.481578947368423,32.4413976916865,27.960421769968093
2023,8,4,34.0,36.33039832115173,42.31135435466622,35.03421052631579,37.42560501396089,37.570147528716696
2023,8,5,33.0,33.72088098526001,40.81064556638411,33.50526315789474,34.882892378727036,35.02916187533933
