긍정_과거,부정_과거,잘모름_과거,과학_IT,경제,국제,북한_외교,문화,사회,사건_사고,정치,스포츠,지역,"기타(날씨, 미분류)",주간합,과학_IT%,경제%,국제%,북한_외교%,문화%,사회%,사건_사고%,정치%,스포츠%,지역%,"기타(날씨, 미분류)%",과학_IT_증감량,경제_증감량,국제_증감량,북한_외교_증감량,문화_증감량,사회_증감량,사건_사고_증감량,정치_증감량,스포츠_증감량,지역_증감량,"기타(날씨, 미분류)_증감량"
33.0,59.0,8.0,460.9000000000001,1786.3999999999996,1360.7,302.5,917.4,1425.6,1035.1,1383.8,498.3,1247.4,576.4,10994.5,4.19,16.24,12.37,2.75,8.34,12.96,9.41,12.58,4.53,11.34,5.24,-20.09999999999991,184.39999999999964,-195.29999999999995,-38.5,-113.60000000000002,-246.4000000000001,-285.9000000000001,-215.20000000000005,23.30000000000001,-257.5999999999999,-97.60000000000002
